question,truth
103_1477_0,0
537_1926_0,0
882_1916_0,0
656_1585_0,0
973_1482_0,0
517_2005_0,0
673_1199_0,0
372_1415_0,0
905_1666_0,0
713_1871_0,0
1012_1806_1,1
687_2143_0,0
329_1708_0,0
631_1798_0,0
721_1862_0,0
812_1755_0,0
454_1661_0,0
648_1817_0,0
808_2062_0,0
299_1458_0,0
748_1962_0,0
995_2094_0,0
21_1122_1,1
616_1381_0,0
230_1402_0,0
951_1582_1,1
363_1702_1,1
384_1393_0,0
961_1165_0,0
566_1725_0,0
143_1376_0,0
239_1450_1,1
477_1735_0,0
541_1683_0,0
401_1720_0,0
458_1591_1,1
745_1976_0,0
94_2045_0,0
903_1713_0,0
591_1878_0,0
648_1947_0,0
69_2155_0,0
1023_1453_0,0
690_1864_0,0
714_1841_0,0
922_2083_0,0
246_1581_0,0
942_2100_1,1
859_1765_0,0
463_1163_0,0
675_1982_0,0
301_1854_0,0
261_1517_0,0
890_1587_0,0
957_1510_1,1
658_1723_0,0
122_1567_0,0
388_1506_0,0
199_2045_0,0
578_1928_0,0
510_1961_0,0
891_2050_0,0
835_1253_0,0
734_1774_0,0
65_1153_0,0
573_1801_0,0
947_1713_0,0
991_1657_0,0
477_1496_0,0
332_1467_0,0
534_1714_0,0
789_1814_0,0
162_1546_0,0
946_2037_1,1
839_1899_0,0
462_1958_1,1
670_1926_0,0
212_1408_0,0
880_1971_0,0
847_1759_0,0
103_1539_0,0
686_1666_0,0
890_1661_0,0
998_1736_0,0
718_1882_0,0
531_1948_1,1
467_1636_0,0
251_1221_0,0
29_1122_0,0
23_1144_1,1
595_1417_0,0
285_1751_0,0
547_1798_0,0
641_1511_0,0
432_1651_0,0
440_1523_0,0
256_1951_0,0
490_2075_0,0
622_1819_0,0
901_1873_0,0
96_2045_0,0
741_1974_0,0
531_1835_0,0
365_1394_0,0
986_2094_0,0
107_1173_1,1
999_2095_1,1
942_1956_0,0
373_1256_1,1
335_1861_0,0
996_2052_0,0
157_1272_1,1
371_1709_0,0
841_1901_0,0
768_1826_0,0
66_1390_0,0
401_1543_1,1
877_2013_1,1
492_1987_0,0
500_1638_0,0
537_1483_0,0
545_1946_0,0
903_2018_0,0
560_1639_0,0
347_1518_1,1
275_1809_0,0
420_1286_0,0
851_1905_0,0
801_1149_1,1
484_1497_0,0
988_1625_0,0
800_1872_0,0
929_2023_0,0
478_1656_0,0
251_1381_0,0
906_1501_0,0
898_1706_0,0
430_2038_0,0
293_1180_0,0
577_2008_0,0
289_1175_0,0
396_1884_0,0
330_1719_0,0
791_1709_0,0
839_1904_0,0
769_1696_1,1
575_1743_0,0
748_1809_1,1
52_1268_0,0
519_1486_1,1
187_1518_0,0
400_1240_0,0
205_1364_0,0
987_1745_0,0
720_1883_0,0
500_1642_1,1
832_1819_0,0
595_1715_0,0
950_1500_0,0
98_1120_1,1
511_2023_0,0
1031_1532_0,0
280_1720_0,0
939_1146_0,0
1038_1945_0,0
33_1117_0,0
3_1115_1,1
329_1222_0,0
43_1863_0,0
534_1382_0,0
231_2064_0,0
1031_1371_0,0
54_2153_0,0
852_1897_0,0
116_1240_0,0
1045_1757_0,0
176_1362_0,0
693_1865_1,1
615_2157_0,0
813_1986_0,0
705_1854_1,1
447_1814_0,0
688_1873_0,0
667_1749_0,0
46_1927_0,0
908_1251_0,0
632_1798_0,0
343_1666_0,0
282_1782_0,0
116_1141_0,0
490_1735_0,0
533_1395_0,0
478_1992_0,0
89_1131_1,1
173_1437_0,0
329_1543_0,0
1061_1987_0,0
565_1835_0,0
546_1878_0,0
604_1952_0,0
483_1669_0,0
345_1562_0,0
20_1651_0,0
496_1736_0,0
351_1736_0,0
851_1898_0,0
923_2092_0,0
765_1542_0,0
762_2004_0,0
869_1619_0,0
581_1745_0,0
1000_1718_0,0
688_1874_0,0
988_1589_0,0
73_1159_0,0
485_1668_0,0
1037_2137_1,1
912_2097_1,1
536_1220_0,0
547_1968_0,0
913_2084_0,0
681_1973_0,0
454_1523_0,0
590_1313_0,0
537_1712_0,0
101_1423_0,0
741_2103_0,0
150_1363_0,0
533_1292_0,0
668_2045_0,0
907_1711_0,0
889_1590_0,0
231_1835_0,0
576_1636_0,0
629_1553_0,0
137_1442_1,1
826_1593_0,0
451_1663_0,0
400_1494_0,0
988_1993_0,0
670_1670_1,1
532_1747_0,0
814_1912_0,0
258_1835_0,0
1081_1093_0,0
623_1758_0,0
546_1544_0,0
978_1449_0,0
990_1990_0,0
843_1900_0,0
252_1162_0,0
443_1663_0,0
901_2030_0,0
389_1436_0,0
713_1865_0,0
271_1190_0,0
569_1768_0,0
662_1703_0,0
153_1258_1,1
686_1713_0,0
329_1384_0,0
949_2075_1,1
616_1708_0,0
791_2094_0,0
529_1948_0,0
52_1297_0,0
609_1768_1,1
533_1746_0,0
597_2094_0,0
748_2094_0,0
428_1222_0,0
621_2070_0,0
33_1806_0,0
903_1626_0,0
901_1713_0,0
906_1743_0,0
729_1241_0,0
275_1619_0,0
901_1669_0,0
561_2004_0,0
296_1355_0,0
79_1329_0,0
874_1766_0,0
901_1962_0,0
303_1950_0,0
359_1247_1,1
799_1341_0,0
195_1254_0,0
142_1146_0,0
555_1285_0,0
551_1747_0,0
433_1179_0,0
1012_1723_0,0
95_1183_0,0
614_1741_0,0
92_1168_1,1
595_1720_0,0
800_2045_0,0
560_1960_1,1
809_1209_0,0
691_1867_0,0
712_1870_0,0
487_1624_1,1
120_1241_0,0
297_1999_0,0
94_1183_0,0
551_1961_0,0
954_1510_0,0
371_1987_0,0
1004_1108_0,0
351_1496_0,0
665_1382_0,0
989_1990_0,0
273_1508_0,0
333_1471_1,1
850_1745_0,0
764_2110_0,0
840_1900_0,0
232_1267_0,0
484_1735_0,0
254_1814_0,0
1011_1332_0,0
665_1717_0,0
862_2072_0,0
903_1666_0,0
774_1890_1,1
351_1875_0,0
578_1712_0,0
525_1594_1,1
1057_1134_0,0
675_1971_0,0
706_1636_0,0
559_1365_0,0
626_1969_0,0
261_1347_1,1
988_1712_0,0
75_1952_1,1
230_1959_0,0
660_1703_0,0
467_1660_0,0
840_1908_0,0
483_1496_0,0
845_1896_0,0
637_1841_0,0
781_1099_0,0
808_1481_0,0
529_1846_0,0
575_1669_0,0
535_1714_0,0
299_1506_0,0
1020_1253_0,0
702_2115_0,0
765_1222_0,0
761_1616_0,0
594_1528_0,0
771_1704_0,0
639_1921_0,0
364_2050_0,0
93_1180_0,0
351_2008_0,0
984_2022_0,0
665_1718_0,0
1045_1801_0,0
446_1928_0,0
97_2047_0,0
326_1283_0,0
755_1679_0,0
435_2045_0,0
803_1631_0,0
1040_1181_0,0
582_1757_1,1
559_1210_0,0
739_2122_0,0
644_1597_0,0
766_2129_1,1
175_1264_1,1
688_1497_0,0
488_2042_0,0
296_1254_0,0
416_1471_0,0
710_1921_0,0
339_1754_0,0
964_1448_0,0
545_1878_0,0
111_1165_0,0
123_1596_0,0
713_1868_0,0
619_1801_1,1
758_2022_0,0
941_1670_0,0
248_1959_0,0
741_1921_0,0
595_1383_0,0
968_1963_0,0
567_1777_0,0
734_1799_0,0
1038_1650_0,0
852_1902_0,0
684_1974_0,0
495_1611_0,0
741_1967_0,0
902_1711_0,0
1016_1735_0,0
968_2122_0,0
251_1720_0,0
164_1993_0,0
882_1975_0,0
907_1664_0,0
190_1511_0,0
568_1801_0,0
141_2001_0,0
234_1373_1,1
808_1212_0,0
573_1745_0,0
242_1497_0,0
488_2076_0,0
958_1160_0,0
1040_1167_0,0
1056_2113_0,0
687_2024_0,0
1064_1576_0,0
496_1669_0,0
79_1541_0,0
912_2086_0,0
918_2087_0,0
651_1768_0,0
603_2102_1,1
181_1701_0,0
846_1905_0,0
645_1715_0,0
20_1145_0,0
650_1776_0,0
97_1168_0,0
791_1656_0,0
650_1801_0,0
765_1806_0,0
1062_1588_0,0
280_1716_0,0
839_1609_0,0
346_1668_0,0
339_1411_1,1
998_2076_0,0
192_1542_0,0
273_1535_0,0
484_1736_0,0
309_1260_0,0
672_1904_0,0
689_1700_1,1
354_1237_0,0
537_1660_0,0
251_1542_0,0
901_1926_0,0
15_1382_0,0
502_1641_0,0
293_1179_0,0
526_1628_1,1
1039_1824_0,0
718_1894_0,0
84_1456_0,0
96_1165_0,0
935_2169_0,0
401_1417_0,0
947_1736_0,0
147_1723_0,0
686_1875_0,0
905_1814_0,0
906_2048_1,1
18_1943_0,0
500_1641_0,0
441_1659_0,0
496_1541_0,0
637_1969_0,0
61_1154_0,0
345_1192_1,1
986_1818_0,0
95_1171_0,0
721_1190_0,0
103_1249_0,0
980_2121_0,0
201_1814_0,0
587_1188_0,0
983_2134_1,1
107_1086_0,0
453_1591_0,0
998_1712_0,0
641_1152_0,0
473_1793_0,0
480_1655_0,0
1020_1571_0,0
759_1124_0,0
835_1355_0,0
930_1100_0,0
672_1909_0,0
171_1240_0,0
353_1128_0,0
805_1776_0,0
668_1448_1,1
512_1274_0,0
778_1720_0,0
613_1162_0,0
930_2059_1,1
78_1428_0,0
948_2073_0,0
957_1827_0,0
950_1688_0,0
143_1255_1,1
530_1747_0,0
443_2061_0,0
706_1709_0,0
448_1134_0,0
789_1656_0,0
480_1711_0,0
343_1668_0,0
481_1874_1,1
66_1242_0,0
684_1971_0,0
28_1130_0,0
658_1717_0,0
436_1175_0,0
502_1642_0,0
435_1448_0,0
950_1687_0,0
1000_1721_0,0
795_1902_0,0
254_1875_0,0
1017_2057_0,0
440_1663_0,0
142_1648_0,0
131_1518_0,0
48_1145_0,0
181_1666_0,0
652_1966_1,1
280_1598_0,0
994_1331_0,0
695_1136_0,0
251_1715_0,0
471_1661_0,0
906_1987_0,0
842_1814_0,0
616_1715_0,0
694_1854_0,0
936_2169_0,0
88_1241_0,0
846_1897_1,1
578_1624_0,0
482_1874_0,0
267_1431_0,0
445_1814_0,0
807_1330_0,0
108_1297_0,0
721_1882_0,0
373_2094_0,0
608_1321_0,0
846_1900_0,0
661_1517_0,0
444_2061_0,0
662_1752_0,0
556_1128_0,0
948_1626_0,0
527_1549_0,0
571_2070_0,0
596_1993_0,0
997_1995_0,0
902_1809_0,0
693_1870_0,0
33_1708_0,0
509_1692_0,0
844_1903_0,0
9_1462_0,0
455_1519_0,0
995_2014_0,0
351_1712_0,0
294_1417_0,0
204_1539_0,0
716_1732_0,0
647_1937_0,0
789_1666_0,0
672_1908_0,0
501_1645_0,0
842_1501_0,0
400_1141_0,0
653_1980_0,0
681_2065_0,0
541_1632_0,0
203_1338_1,1
545_1842_0,0
790_1599_1,1
998_1593_0,0
1077_1482_0,0
83_1151_0,0
893_1891_0,0
672_1900_0,0
790_1719_0,0
839_1907_0,0
549_1678_0,0
974_1449_1,1
